ts_code,code,name_x,last_price,pre_close,open,volume,amount,quote_time,pct_change,high,low,turnover_rate,pe_ttm,pb,source,run_ts,quote_date,trade_date,history_trade_date,history_close,name_y,industry,market,gap_days,hist_ret_close_1d,hist_ret_close_3d,hist_ret_close_5d,close_ma5_ratio,close_ma10_ratio,hist_close_range_pos_5d,hist_close_drawdown_10d,hist_close_vol_5d,hist_overnight_prev_1d,hist_overnight_prev_3d_mean,hist_overnight_prev_5d_mean,hist_overnight_prev_5d_std,hist_overnight_positive_rate_5d,is_new_listing_180d,prev_limit_move_like_1d,prev_soft_outlier_1d,name,live_return_vs_prev_close,live_return_vs_pre_close,live_range_pos,from_day_high,from_day_low,live_px_ma5_ratio,live_px_ma10_ratio,live_near_limit_move_like,live_soft_outlier,live_intraday_pullback,overnight_live_score,live_score_component__hist_ret_close_1d,live_score_component__hist_ret_close_3d,live_score_component__hist_ret_close_5d,live_score_component__live_px_ma5_ratio,live_score_component__live_px_ma10_ratio,live_score_component__hist_close_range_pos_5d,live_score_component__hist_close_drawdown_10d,live_score_component__hist_close_vol_5d,live_score_component__hist_overnight_prev_1d,live_score_component__hist_overnight_prev_3d_mean,live_score_component__hist_overnight_prev_5d_mean,live_score_component__hist_overnight_prev_5d_std,live_score_component__hist_overnight_positive_rate_5d,live_score_component__live_return_vs_prev_close,live_score_component__live_range_pos,live_score_component__from_day_high,live_score_component__gap_days,live_score_component__is_new_listing_180d,live_score_component__prev_limit_move_like_1d,live_score_component__prev_soft_outlier_1d,rank_in_live_day,live_reject_reasons,live_pass_risk_filter,final_live_score,heavy_score,heavy_tier,heavy_veto,heavy_adjustment,heavy_keep_rank,heavy_reason,heavy_risk_flags,agent_score,agent_adjustment,agent_veto,agent_risk_level,agent_reason,hot_mention_count,hot_source_count,hot_best_rank,hot_recency_hours,social_bonus_score,theme_match_count,theme_source_count,theme_names,theme_bonus_score,openclaw_event_strength,openclaw_positive_signal,openclaw_risk_penalty,openclaw_theme_count,openclaw_theme_names,openclaw_macro_mentions,openclaw_social_mentions,openclaw_feature_score,openclaw_risk_flags,openclaw_catalyst_summary,ashare_enrichment_bonus_score,ashare_enrichment_risk_penalty,kronos_pred_return_1d,kronos_degraded,rank_in_final_live_day
000301.SZ,301,东方盛虹,11.3,11.39,11.24,244597.0,27618.0,15:47:06,-0.79,11.52,11.0,0.37,60.98,2.15,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,13.26,东方盛虹,化纤,主板,1,0.0153139356814699,0.0650602409638554,0.0263157894736842,0.0359374999999999,0.0551444258772977,1.0,0.0,0.0248696361736498,-0.0252679938744256,-0.0084226646248085,-0.0055403397085438,0.011134216294128,0.2,False,False,False,东方盛虹,-0.14781297134238303,-0.007901668129938533,0.5769230769230788,-0.0190972222222221,0.027272727272727337,-0.1171875,-0.10081960690697844,False,True,False,0.6396296296296297,0.7037037037037037,0.9166666666666666,0.7453703703703703,0.5123456790123457,0.45987654320987653,0.8055555555555556,0.8765432098765432,0.3148148148148148,0.9567901234567902,0.8487654320987654,0.8395061728395061,0.2777777777777778,0.6327160493827161,0.42592592592592593,0.2623456790123457,0.2808641975308642,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,31.0,,True,0.5037777777777777,0.5,watch,False,0.0,114.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,31.0
601059.SH,601059,信达证券,16.18,15.92,15.91,91074.0,14666.0,15:47:18,1.63,16.33,15.9,0.28,24.51,2.36,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,16.8,信达证券,证券,主板,1,0.0,0.0163339382940108,-0.0023752969121139,0.0063495866778484,0.0014903129657228,1.0,-0.0088495575221237,0.0096633253089935,-0.0023809523809523,-0.0013986114712067,-0.0013148644046157,0.0009808747072761,0.0,False,False,False,信达证券,-0.036904761904761996,0.01633165829145722,0.651162790697676,-0.009185548071034777,0.017610062893081757,-0.030789505211453183,-0.035469448584202645,False,False,False,0.6392592592592592,0.2623456790123457,0.6265432098765432,0.4783950617283951,0.26851851851851855,0.2777777777777778,0.8055555555555556,0.6666666666666666,0.7716049382716049,0.4506172839506173,0.49691358024691357,0.5185185185185185,0.9783950617283951,0.9120370370370371,0.7314814814814815,0.3611111111111111,0.6512345679012346,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,32.0,,True,0.5035555555555553,0.5,watch,False,0.0,115.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,32.0
601881.SH,601881,中国银河,12.59,12.47,12.47,624874.0,78413.0,15:47:22,0.96,12.74,12.41,0.86,10.73,1.14,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,12.93,中国银河,证券,主板,1,0.0205209155485397,0.0410628019323671,0.0205209155485397,0.0268424396442183,0.0171491504090623,1.0,-0.0038520801232666,0.0169014618121801,0.0,2.169638854934231e-06,-0.0007904757855845,0.001598511022872,0.2,False,False,False,中国银河,-0.02629543696829073,0.009623095429029505,0.5454545454545445,-0.011773940345368938,0.01450443190975026,-0.0001588310038120877,-0.009597230962869574,False,False,False,0.6392129629629629,0.7716049382716049,0.8117283950617284,0.7037037037037037,0.21604938271604937,0.22839506172839505,0.8055555555555556,0.7222222222222222,0.5308641975308642,0.2932098765432099,0.32407407407407407,0.4074074074074074,0.9074074074074074,0.6327160493827161,0.7654320987654321,0.23148148148148148,0.5339506172839507,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,33.0,,True,0.5035277777777776,0.5,watch,False,0.0,116.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,33.0
601607.SH,601607,上海医药,15.88,15.29,15.3,178669.0,27874.0,15:47:07,3.86,15.92,15.01,0.64,10.14,0.76,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,16.93,上海医药,医药商业,主板,1,0.0,0.0029620853080569,-0.0017688679245283,0.0030809337599242,-0.0007082989021367,0.8620689655172439,-0.0122520420070012,0.0099121457007922,-0.0011813349084465,-0.0009814598163724,-0.0016498491945453,0.0017493425557698,0.2,False,False,False,上海医药,-0.0620200826934435,0.038587311968607096,0.956043956043957,-0.002512562814070307,0.057961359093937403,-0.05913022870008289,-0.06268445283909807,False,False,False,0.6373302469135802,0.2623456790123457,0.44753086419753085,0.49074074074074076,0.33024691358024694,0.3333333333333333,0.5679012345679012,0.6172839506172839,0.7561728395061729,0.4012345679012346,0.4382716049382716,0.5740740740740741,0.8888888888888888,0.6327160493827161,0.6820987654320988,0.941358024691358,0.9074074074074074,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,34.0,,True,0.502398148148148,0.5,watch,False,0.0,117.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,34.0
603195.SH,603195,公牛集团,38.92,38.35,37.85,61128.0,23383.0,15:47:22,1.49,39.26,37.0,0.34,16.9,4.91,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,41.34,公牛集团,家用电器,主板,1,0.0070645554202193,-0.0004835589941971,-0.0028943560057886,0.0018417991469563,0.0012351958148659,0.6170212765957501,-0.0048146364949445,0.005509537366661,-0.0002436053593178,-0.0012113319684521,-0.0006790478837696,0.0016045202705584,0.2,False,False,False,公牛集团,-0.05853894533139825,0.01486310299869631,0.8495575221238953,-0.008660213958227136,0.05189189189189203,-0.05680496316401695,-0.05737605657681222,False,False,False,0.6300771604938271,0.5123456790123457,0.39814814814814814,0.4691358024691358,0.32407407407407407,0.31790123456790126,0.4567901234567901,0.691358024691358,0.9598765432098766,0.345679012345679,0.4660493827160494,0.3888888888888889,0.904320987654321,0.6327160493827161,0.691358024691358,0.7561728395061729,0.6697530864197531,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,35.0,,True,0.49804629629629615,0.5,watch,False,0.0,119.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,35.0
300059.SZ,300059,东方财富,20.1,20.07,20.27,5037985.0,1016346.0,15:47:21,0.15,20.59,19.93,3.77,24.26,3.32,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,20.26,东方财富,证券,创业板,1,0.0049603174603174,0.0284263959390864,0.0039643211100099,0.0131013101310131,0.0126911123515962,1.0,0.0,0.0122670352006691,-0.0069444444444444,-0.0012806164878923,-0.0019634462816553,0.0053676276620908,0.2,False,False,False,东方财富,-0.007897334649555776,0.001494768310911887,0.2575757575757601,-0.023797960174842037,0.008529854490717526,0.005100510051005092,0.004693551740724722,False,False,False,0.6277932098765432,0.43209876543209874,0.7469135802469136,0.5524691358024691,0.19135802469135801,0.2006172839506173,0.8055555555555556,0.8765432098765432,0.6635802469135802,0.7469135802469136,0.4783950617283951,0.6265432098765432,0.5092592592592593,0.6327160493827161,0.7932098765432098,0.05864197530864197,0.21604938271604937,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,36.0,,True,0.4966759259259258,0.5,watch,False,0.0,120.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,36.0
600015.SH,600015,华夏银行,6.52,6.51,6.51,998670.0,64229.0,15:47:04,0.15,6.54,6.34,0.65,3.83,0.32,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,7.23,华夏银行,银行,主板,1,0.0055632823365785,0.0111888111888112,0.0183098591549297,0.009212730318258,0.0090718771807396,1.0,0.0,0.011408981495142,-0.0027816411682893,-0.001870165160764,-0.0008435475644249,0.0018789528833696,0.2,False,False,False,华夏银行,-0.09820193637621033,0.001536098310291889,0.8999999999999978,-0.003058103975535187,0.028391167192429068,-0.08989391401451707,-0.09002093510118647,False,True,False,0.6272222222222221,0.45987654320987653,0.5709876543209876,0.6851851851851852,0.41358024691358025,0.42592592592592593,0.8055555555555556,0.8765432098765432,0.6975308641975309,0.4783950617283951,0.5679012345679012,0.43209876543209874,0.8703703703703703,0.6327160493827161,0.5771604938271605,0.8256172839506173,0.8950617283950617,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,37.0,,True,0.49633333333333307,0.5,watch,False,0.0,122.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,37.0
600795.SH,600795,国电电力,4.77,4.69,4.66,1482222.0,69479.0,15:47:14,1.71,4.78,4.59,0.83,12.61,1.39,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,4.86,国电电力,火力发电,主板,1,-0.0121951219512194,-0.0141987829614603,-0.0081632653061224,-0.0101832993890018,-0.0055248618784529,0.0,-0.0181818181818181,0.0094842647653132,-0.024390243902439,-0.0115218053834365,-0.0052969216139003,0.0119755382637851,0.2,False,False,False,国电电力,-0.018518518518518712,0.01705756929637503,0.9473684210526281,-0.0020920502092051096,0.039215686274509665,-0.0285132382892056,-0.023941068139963217,False,False,False,0.6260648148148148,0.1111111111111111,0.2037037037037037,0.404320987654321,0.2654320987654321,0.25617283950617287,0.06944444444444445,0.5493827160493827,0.7870370370370371,0.9537037037037037,0.9259259259259259,0.8302469135802469,0.2623456790123457,0.6327160493827161,0.7839506172839507,0.9228395061728395,0.9259259259259259,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,38.0,,True,0.49563888888888874,0.5,watch,False,0.0,123.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,38.0
601995.SH,601995,中金公司,36.2,35.56,35.9,429716.0,155971.0,15:47:02,1.8,37.08,35.61,1.47,15.43,1.7,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,34.43,中金公司,证券,主板,1,0.0029129041654529,0.0204505038529934,0.0096774193548385,0.0084944346807263,0.0115462584834151,1.0,0.0,0.0087102665122824,-0.0034954849985434,-0.0010629992901891,-0.0017498861998085,0.0028019660837211,0.2,False,False,False,中金公司,0.05140865524252125,0.017997750281214753,0.4013605442176897,-0.023732470334411948,0.01656837966863245,0.060339777387229176,0.06354849134765117,False,False,False,0.6247376543209876,0.36419753086419754,0.6790123456790124,0.6234567901234568,0.14814814814814814,0.14814814814814814,0.8055555555555556,0.8765432098765432,0.8364197530864198,0.5339506172839507,0.4506172839506173,0.5987654320987654,0.7592592592592593,0.6327160493827161,0.8611111111111112,0.1111111111111111,0.2191358024691358,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,39.0,,True,0.49484259259259245,0.5,watch,False,0.0,124.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,39.0
000157.SZ,157,中联重科,7.21,7.31,7.25,975777.0,69762.0,15:47:18,-1.37,7.31,6.93,1.38,14.39,1.07,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,8.11,中联重科,工程机械,主板,1,0.0024721878862792,0.0150187734668334,0.0062034739454093,0.0107178464606179,0.0042100049529467,1.0,-0.0109756097560975,0.0113827242690211,-0.0135970333745364,-0.0053730338234582,-0.0042238202940749,0.0056355313566048,0.0,False,False,False,中联重科,-0.11097410604192348,-0.013679890560875485,0.7368421052631587,-0.013679890560875485,0.04040404040404044,-0.10144566301096725,-0.10723130262506197,False,True,False,0.623641975308642,0.3425925925925926,0.6111111111111112,0.5709876543209876,0.45987654320987653,0.4722222222222222,0.8055555555555556,0.6481481481481481,0.7037037037037037,0.904320987654321,0.7777777777777778,0.7839506172839507,0.4876543209876543,0.9120370370370371,0.5401234567901234,0.5092592592592593,0.4537037037037037,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,40.0,,True,0.49418518518518506,0.5,watch,False,0.0,125.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,40.0
601100.SH,601100,恒立液压,107.17,108.2,107.55,110269.0,117336.0,15:47:29,-0.95,108.21,104.44,0.82,51.9,8.03,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,105.0,恒立液压,工程机械,主板,1,0.0045924225028703,0.0841507485802788,0.0387811634349031,0.0426389688797093,0.0286856336703502,1.0,-0.0186915887850467,0.0418131723396688,-0.0114810562571756,-0.0048565396446106,-0.0007441424975298,0.0091623189304024,0.6,False,False,False,恒立液压,0.02066666666666661,-0.009519408502772664,0.7241379310344845,-0.009610941687459462,0.026139410187667522,0.06418684090322335,0.04994513676620427,False,False,False,0.621851851851852,0.4074074074074074,0.9598765432098766,0.808641975308642,0.1388888888888889,0.15123456790123457,0.8055555555555556,0.5370370370370371,0.08950617283950617,0.8641975308641975,0.75,0.3950617283950617,0.3333333333333333,0.13734567901234568,0.8395061728395061,0.47530864197530864,0.6203703703703703,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,41.0,,True,0.49311111111111106,0.5,watch,False,0.0,126.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,41.0
601377.SH,601377,兴业证券,6.07,6.0,6.0,1356431.0,82385.0,15:47:20,1.17,6.18,5.99,1.57,16.7,0.93,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,5.96,兴业证券,证券,主板,1,0.0084602368866328,0.0153321976149913,-0.0033444816053512,0.0094850948509486,0.0021859761224145,1.0,-0.0099667774086378,0.0089057345972368,-0.0033840947546531,-0.0011290006278382,-0.001684134535611,0.0020690417551292,0.2,False,False,False,兴业证券,0.01845637583892623,0.011666666666666714,0.42105263157894884,-0.017799352750809017,0.013355592654423987,0.028116531165311764,0.02068269715823101,False,False,False,0.6211728395061729,0.5524691358024691,0.6172839506172839,0.4660493827160494,0.16666666666666666,0.16666666666666666,0.8055555555555556,0.6604938271604939,0.8179012345679012,0.5169753086419753,0.45987654320987653,0.5864197530864198,0.8395061728395061,0.6327160493827161,0.8302469135802469,0.12962962962962962,0.32098765432098764,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,42.0,,True,0.49270370370370364,0.5,watch,False,0.0,127.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,42.0
000983.SZ,983,山西焦煤,6.01,5.92,5.95,685020.0,40856.0,15:47:15,1.52,6.04,5.81,1.21,25.7,0.92,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,7.0,山西焦煤,煤炭开采,主板,1,0.0385756676557862,0.0852713178294573,0.0920436817472698,0.0519987977156595,0.0731258623332822,1.0,0.0,0.0169085345940937,0.0163204747774479,0.0023904343286733,-0.0022926084775589,0.0111114303197757,0.2,False,False,False,山西焦煤,-0.14142857142857146,0.01520270270270263,0.8695652173913035,-0.004966887417218624,0.034423407917383964,-0.09678388938984095,-0.0786447953395677,False,True,False,0.620138888888889,0.8888888888888888,0.9660493827160493,0.9382716049382716,0.44135802469135804,0.38271604938271603,0.8055555555555556,0.8765432098765432,0.5277777777777778,0.030864197530864196,0.17592592592592593,0.6574074074074074,0.2808641975308642,0.6327160493827161,0.44753086419753085,0.7808641975308642,0.8271604938271605,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,43.0,,True,0.4920833333333333,0.5,watch,False,0.0,129.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,43.0
601390.SH,601390,中国中铁,4.25,4.22,4.21,1264132.0,53294.0,15:47:00,0.71,4.29,4.13,0.62,4.91,0.33,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,5.24,中国中铁,建筑工程,主板,1,0.0115830115830117,0.0057581573896352,-0.0038022813688212,0.0069177555726365,-0.0019047619047618,1.0,-0.0150375939849624,0.0092913514938917,-0.0038610038610037,-0.0025665918180312,-0.0015399550908187,0.0021086850019566,0.0,False,False,False,中国中铁,-0.18893129770992367,0.007109004739336511,0.75,-0.009324009324009341,0.029055690072639306,-0.18332052267486543,-0.19047619047619047,False,True,False,0.6164506172839506,0.6234567901234568,0.4783950617283951,0.4537037037037037,0.691358024691358,0.6975308641975309,0.8055555555555556,0.5833333333333334,0.7962962962962963,0.558641975308642,0.6203703703703703,0.5617283950617284,0.8364197530864198,0.9120370370370371,0.30246913580246915,0.5432098765432098,0.6327160493827161,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,44.0,,True,0.4898703703703703,0.5,watch,False,0.0,132.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,44.0
600019.SH,600019,宝钢股份,5.54,5.39,5.39,1129659.0,61923.0,15:47:01,2.78,5.61,5.3,0.53,11.91,0.59,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,6.48,宝钢股份,普钢,主板,1,0.0172684458398744,0.0204724409448819,0.0204724409448819,0.0166300596171948,0.0212765957446807,1.0,0.0,0.0112819161022724,-0.0047095761381475,-0.0015598440662954,-0.0006224268159528,0.0032684080237102,0.4,False,False,False,宝钢股份,-0.14506172839506182,0.02782931354359941,0.7741935483870962,-0.012477718360071388,0.04528301886792452,-0.13084405396925014,-0.12687155240346737,False,True,False,0.6135493827160494,0.7314814814814815,0.6820987654320988,0.7006172839506173,0.5493827160493827,0.5401234567901234,0.8055555555555556,0.8765432098765432,0.7067901234567902,0.6080246913580247,0.5216049382716049,0.3765432098765432,0.6882716049382716,0.3317901234567901,0.43209876543209874,0.6049382716049383,0.5,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,45.0,,True,0.4881296296296296,0.5,watch,False,0.0,133.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,45.0
002415.SZ,2415,海康威视,32.99,33.32,33.5,1011854.0,337230.0,15:47:48,-0.99,34.26,32.47,1.12,20.24,3.82,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,34.81,海康威视,IT设备,主板,1,0.0046176046176047,0.0360119047619047,0.0350877192982455,0.0207013840018766,0.0266619477378635,1.0,0.0,0.0090779397255936,-0.0043290043290042,-0.0015465299999447,-0.0005663701739463,0.0041190692656802,0.4,False,False,False,海康威视,-0.05228382648664176,-0.009903961584633802,0.29050279329609124,-0.037069468768242686,0.016014782876501377,-0.03266479005395251,-0.02701586739810058,False,False,False,0.6116049382716049,0.4166666666666667,0.7870370370370371,0.7962962962962963,0.2777777777777778,0.2623456790123457,0.8055555555555556,0.8765432098765432,0.808641975308642,0.5833333333333334,0.5092592592592593,0.36728395061728397,0.6111111111111112,0.3317901234567901,0.7098765432098766,0.06172839506172839,0.1111111111111111,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,46.0,,True,0.4869629629629628,0.5,watch,False,0.0,,,,0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,46.0
601006.SH,601006,大秦铁路,4.71,4.63,4.62,1255683.0,58293.0,15:47:17,1.73,4.72,4.52,0.63,16.37,0.57,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,5.4,大秦铁路,铁路,主板,1,0.0018552875695734,0.0188679245283018,0.0285714285714286,0.0135135135135135,0.0200226671703818,1.0,0.0,0.011937639395624,-0.0018552875695732,1.5284371612400314e-05,-0.0003689012106809,0.0015771370530553,0.2,False,False,False,大秦铁路,-0.12777777777777788,0.017278617710583255,0.9500000000000011,-0.0021186440677966045,0.042035398230088505,-0.11599099099099108,-0.11031356252361146,False,True,False,0.6106327160493827,0.3271604938271605,0.6651234567901234,0.7623456790123457,0.5061728395061729,0.4876543209876543,0.8055555555555556,0.8765432098765432,0.6944444444444444,0.42592592592592593,0.31790123456790126,0.3487654320987654,0.9135802469135802,0.6327160493827161,0.4876543209876543,0.9320987654320988,0.9228395061728395,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,47.0,,True,0.48637962962962955,0.5,watch,False,0.0,,,,0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,47.0
000651.SZ,651,格力电器,37.92,37.02,37.45,697858.0,263149.0,15:47:12,2.43,38.19,37.05,1.26,7.28,1.4,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,40.47,格力电器,家用电器,主板,1,0.0528095733610822,0.0905416329830235,0.0955603681645913,0.0622604861147566,0.0776194914125949,1.0,0.0,0.0212567277174363,0.0403225806451614,0.0116539778140662,0.0062348402284028,0.0191210437737502,0.4,False,False,False,格力电器,-0.06300963676797622,0.024311183144246407,0.7631578947368457,-0.0070699135899449095,0.02348178137651824,-0.004672161268307939,0.009719078684596205,False,False,False,0.6101234567901235,0.9537037037037037,0.9691358024691358,0.941358024691358,0.2222222222222222,0.19135802469135801,0.8055555555555556,0.8765432098765432,0.41975308641975306,0.009259259259259259,0.040123456790123455,0.07716049382716049,0.12345679012345678,0.3317901234567901,0.6759259259259259,0.5709876543209876,0.7314814814814815,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,48.0,,True,0.486074074074074,0.5,watch,False,0.0,,,,0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,48.0
601988.SH,601988,中国银行,5.8,5.76,5.75,3291220.0,189160.0,15:47:13,0.69,5.82,5.62,0.16,7.62,0.68,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,5.79,中国银行,银行,主板,1,-0.0034423407917383,-0.0034423407917383,-0.0085616438356164,-0.0013797861331493,-0.0054963929920989,0.5,-0.0236087689713321,0.0063532910739295,0.0,-0.001731130872697,-0.0013811442770428,0.0014502609186612,0.0,False,False,False,中国银行,0.0017271157167528806,0.00694444444444442,0.8999999999999978,-0.003436426116838587,0.03202846975088969,0.00034494653328742686,-0.0037787701820680697,False,False,False,0.6091820987654321,0.2006172839506173,0.33641975308641975,0.39814814814814814,0.21296296296296297,0.2191358024691358,0.4104938271604938,0.47530864197530864,0.9228395061728395,0.2932098765432099,0.5555555555555556,0.5370370370370371,0.9382716049382716,0.9120370370370371,0.808641975308642,0.8256172839506173,0.8888888888888888,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,49.0,,True,0.48550925925925914,0.5,watch,False,0.0,,,,0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,49.0
600309.SH,600309,万华化学,71.93,71.79,71.79,385794.0,275497.0,15:47:28,0.2,73.0,69.64,1.23,17.11,2.09,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,90.35,万华化学,化工原料,主板,1,0.0097228430934286,0.0090462363189633,0.0302166476624856,0.012915087782237,0.0190730777473238,1.0,0.0,0.010632723449281,-0.0048055431381315,-0.0035116501374975,-0.0010801789016657,0.0042345044431626,0.2,False,False,False,万华化学,-0.20387382401770882,0.001950132330408083,0.6815476190476211,-0.014657534246575232,0.032883400344629665,-0.1935917845691607,-0.18868924756651884,False,True,False,0.6080092592592593,0.5833333333333334,0.5401234567901234,0.7716049382716049,0.7067901234567902,0.6851851851851852,0.8055555555555556,0.8765432098765432,0.7253086419753086,0.6141975308641975,0.6820987654320988,0.48148148148148145,0.6018518518518519,0.6327160493827161,0.2716049382716049,0.4012345679012346,0.4166666666666667,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,50.0,,True,0.4848055555555555,0.5,watch,False,0.0,,,,0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,50.0
